id,titulo,anio,duracion,genero,plataforma,estreno_cine,actores,directores,votos,puntuacion,poster_url
675353,Sonic 2: La película,2022,122,"Acción, Aventura, Familia, Comedia",Original Film,2022-03-30,"Ben Schwartz, James Marsden, Tika Sumpter",Jeff Fowler,5551,7.466,https://image.tmdb.org/t/p/w500/sJiHVM0A3OXDVxl4Z6a7ihMPHfm.jpg
818647,A través de mi ventana,2022,112,"Romance, Drama, Comedia",Nostromo Pictures,2022-02-04,"Clara Galle, Julio Peña, Guillermo Lasheras",Marçal Forés,3247,7.364,https://image.tmdb.org/t/p/w500/3F5MkMadQOWiZNVaNuOuw6UaK7a.jpg
505642,Black Panther: Wakanda Forever,2022,162,"Acción, Aventura, Ciencia ficción",Marvel Studios,2022-11-09,"Letitia Wright, Tenoch Huerta Mejía, Lupita Nyong'o",Ryan Coogler,6895,7.055,https://image.tmdb.org/t/p/w500/mYpT2R7639KvKZ668uoQGS2QNFp.jpg
851644,Una chica del siglo XX,2022,119,"Romance, Drama",Yong Film,2022-10-06,"김유정, 변우석, 박정우",Bang Woo-ri,739,8.187,https://image.tmdb.org/t/p/w500/4kU4QFgExCgybhcKv1mzZ0vuND6.jpg
453395,Doctor Strange en el multiverso de la locura,2022,126,"Fantasía, Acción, Aventura",Marvel Studios,2022-05-04,"Benedict Cumberbatch, Xochitl Gomez, Elizabeth Olsen",Sam Raimi,9608,7.258,https://image.tmdb.org/t/p/w500/xu0RftYPT4crY4ZSf9SMa5UM8dr.jpg
766507,Predator: La presa,2022,100,"Suspense, Acción, Ciencia ficción",20th Century Studios,2022-08-02,"Amber Midthunder, Dakota Beavers, Michelle Thrush",Dan Trachtenberg,7085,7.686,https://image.tmdb.org/t/p/w500/sNAMqQ9T7YnXnvUSufeWzaRgK6Y.jpg
718930,Bullet Train,2022,126,"Acción, Comedia, Suspense",87North Productions,2022-08-03,"Brad Pitt, Joey King, Aaron Taylor-Johnson",David Leitch,6726,7.435,https://image.tmdb.org/t/p/w500/ybSIUt48PsM08F4UZwHdjL9ZVG2.jpg
545611,Todo a la vez en todas partes,2022,137,"Acción, Aventura, Ciencia ficción",IAC Films,2022-03-24,"Michelle Yeoh, Stephanie Hsu, Ke Huy Quan","Daniel Scheinert, Daniel Kwan",7119,7.756,https://image.tmdb.org/t/p/w500/9R1zEZJkIah6GuLwFZWsuygn552.jpg
928334,O Amante de Júlia,2022,106,"Romance, Drama",Orkhestra Filmes,2022-01-18,"Bianca Bin, Rômulo Estrela, Sérgio Guizé",Vinicius Coimbra,6,5.583,https://image.tmdb.org/t/p/w500/qcXamFmCTlSybSvyboN6PaS1bJG.jpg
508947,Red,2022,100,"Animación, Familia, Comedia, Fantasía",Pixar,2022-03-10,"Rosalie Chiang, Sandra Oh, Ava Morse",Domee Shi,5439,7.347,https://image.tmdb.org/t/p/w500/tYRd7O5Eht4jypJQrMWnCi26880.jpg
756999,Black Phone,2022,102,"Terror, Suspense",Blumhouse Productions,2022-06-17,"Mason Thames, Ethan Hawke, Madeleine McGraw",Scott Derrickson,5172,7.57,https://image.tmdb.org/t/p/w500/1D2R2wIgbTyXTPzmyJIKSbVN9wG.jpg
615173,The Witch: Part 2. The Other One,2022,137,"Acción, Misterio, Suspense, Ciencia ficción",Peppermint & Company,2022-06-15,"신시아, 박은빈, 서은수",박훈정,371,7.309,https://image.tmdb.org/t/p/w500/69PKcXBS3Y7TONH1BTGI078kMCi.jpg
937278,El peor vecino del mundo,2022,126,"Comedia, Drama",Playtone,2022-12-28,"Tom Hanks, Mariana Treviño, Cameron Britton",Marc Forster,3160,7.758,https://image.tmdb.org/t/p/w500/8bNLrZt9lrmnt6LsaGG8GfDfgYR.jpg
585511,Luck,2022,105,"Animación, Aventura, Comedia, Fantasía",Skydance Animation,2022-08-05,"Eva Noblezada, Simon Pegg, Jane Fonda",Peggy Holmes,1811,7.769,https://image.tmdb.org/t/p/w500/bwlHp4KsAyuEIAtbYs4mxCkrgyx.jpg
629542,Los tipos malos,2022,100,"Familia, Comedia, Crimen, Aventura, Animación",DreamWorks Animation,2022-03-17,"Sam Rockwell, Marc Maron, Awkwafina",Pierre Perifel,2177,7.5,https://image.tmdb.org/t/p/w500/czxHSOXyKd6zEvIOvUTxAwqOjcK.jpg
335787,Uncharted,2022,115,"Acción, Aventura",Columbia Pictures,2022-02-10,"Tom Holland, Mark Wahlberg, Sophia Ali",Ruben Fleischer,6304,6.907,https://image.tmdb.org/t/p/w500/6hlI9Ea1O4IeJ2cj7OiNinqg8Qd.jpg
436270,Black Adam,2022,124,"Acción, Aventura, Ciencia ficción",New Line Cinema,2022-10-19,"Dwayne Johnson, Aldis Hodge, Noah Centineo",Jaume Collet-Serra,6597,6.9,https://image.tmdb.org/t/p/w500/moDLTCdLx38kMhN53KOTw0LdWMh.jpg
585083,Hotel Transilvania: Transformanía,2022,92,"Animación, Comedia, Familia, Aventura, Fantasía",Sony Pictures Animation,2022-01-31,"Andy Samberg, Selena Gómez, Kathryn Hahn","Jennifer Kluska, Derek Drymon",2878,7.065,https://image.tmdb.org/t/p/w500/xNF8AxJc966FWk4SYqXxGHaZLHZ.jpg
615777,Babylon,2022,188,"Drama, Comedia",Paramount Pictures,2022-12-22,"Diego Calva, Margot Robbie, Brad Pitt",Damien Chazelle,3395,7.377,https://image.tmdb.org/t/p/w500/9bHTq4XfYpAZcgzTLoPAElMytMj.jpg
616037,Thor: Love and Thunder,2022,119,"Fantasía, Acción, Comedia",Marvel Studios,2022-07-06,"Chris Hemsworth, Natalie Portman, Christian Bale",Taika Waititi,7987,6.411,https://image.tmdb.org/t/p/w500/z9ajF6E39Hg2pXUofmUYgZHvdX.jpg
438148,Minions: El origen de Gru,2022,87,"Familia, Comedia, Aventura, Animación",Universal Pictures,2022-06-29,"Steve Carell, Pierre Coffin, Alan Arkin",Kyle Balda,3762,7.296,https://image.tmdb.org/t/p/w500/h4cuPo1iZAxdNNA6OUS2OoDYZjF.jpg
